last_name,middle_name,name,name1,description,execution_date,finish_date,status,id_assessment_execution,score_label,score_subcategory,score_value,id_section,title
Johnson,,Lakisha,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-20 23:08:40","2017-07-21 03:26:56",FINISHED,42,I,NULL,3.4975,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,I,NULL,1.8811,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,R,NULL,-5.7633,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,C,NULL,-4.5123,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,A,NULL,1.6121,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,S,NULL,-0.838,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,E,NULL,-1.8536,NULL,NULL
Black,,Joseph,"Social Skills Assessment","For ages 6-12","2017-07-24 19:26:24","2017-07-24 19:28:40",FINISHED,46,Percentage,NULL,100,396,Greetings
Black,,Joseph,"Social Skills Assessment","For ages 6-12","2017-07-24 19:26:24","2017-07-24 19:28:40",FINISHED,46,Percentage,NULL,0,397,"Reciprocating questions"
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:11:50","2017-07-25 16:21:29",FINISHED,47,R,NULL,-3.6695,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:11:50","2017-07-25 16:21:29",FINISHED,47,C,NULL,-1.6109,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:11:50","2017-07-25 16:21:29",FINISHED,47,A,NULL,1.2162,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:11:50","2017-07-25 16:21:29",FINISHED,47,I,NULL,2.7294,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:11:50","2017-07-25 16:21:29",FINISHED,47,E,NULL,-1.2404,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:11:50","2017-07-25 16:21:29",FINISHED,47,S,NULL,1.3371,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:31:36","2017-07-25 16:38:47",FINISHED,48,R,NULL,-3.3054,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:31:36","2017-07-25 16:38:47",FINISHED,48,C,NULL,-0.5267,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:31:36","2017-07-25 16:38:47",FINISHED,48,E,NULL,1.5933,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:31:36","2017-07-25 16:38:47",FINISHED,48,I,NULL,-0.1744,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:31:36","2017-07-25 16:38:47",FINISHED,48,A,NULL,1.6764,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:31:36","2017-07-25 16:38:47",FINISHED,48,S,NULL,-0.5996,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:44:56","2017-07-25 17:00:56",FINISHED,49,I,NULL,2.2315,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:44:56","2017-07-25 17:00:56",FINISHED,49,E,NULL,0.5866,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:44:56","2017-07-25 17:00:56",FINISHED,49,S,NULL,3.6266,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:44:56","2017-07-25 17:00:56",FINISHED,49,R,NULL,-3.5611,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:44:56","2017-07-25 17:00:56",FINISHED,49,A,NULL,0.637,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-25 16:44:56","2017-07-25 17:00:56",FINISHED,49,C,NULL,2.3042,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,C,NULL,-4.5123,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,E,NULL,-1.8536,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,I,NULL,1.8811,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,R,NULL,-5.7633,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,S,NULL,-0.838,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,A,NULL,1.6121,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,I,NULL,1.8811,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,C,NULL,-4.5123,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,R,NULL,-5.7633,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,S,NULL,-0.838,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,E,NULL,-1.8536,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-21 19:44:19","2017-07-21 20:04:12",FINISHED,45,A,NULL,1.6121,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-26 13:56:20","2017-07-26 17:47:05",FINISHED,50,C,NULL,-3.0881,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-26 13:56:20","2017-07-26 17:47:05",FINISHED,50,R,NULL,-6.2222,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-26 13:56:20","2017-07-26 17:47:05",FINISHED,50,E,NULL,-0.7213,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-26 13:56:20","2017-07-26 17:47:05",FINISHED,50,S,NULL,-0.1236,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-26 13:56:20","2017-07-26 17:47:05",FINISHED,50,A,NULL,-0.5445,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-26 13:56:20","2017-07-26 17:47:05",FINISHED,50,I,NULL,2.8143,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-27 19:43:25","2017-07-27 19:46:01",FINISHED,51,A,NULL,3.2988,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-27 19:43:25","2017-07-27 19:46:01",FINISHED,51,C,NULL,1.9381,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-27 19:43:25","2017-07-27 19:46:01",FINISHED,51,E,NULL,0.4333,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-27 19:43:25","2017-07-27 19:46:01",FINISHED,51,I,NULL,4.993,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-27 19:43:25","2017-07-27 19:46:01",FINISHED,51,S,NULL,2.0886,NULL,NULL
Tester,,Holland,"Holland Scale","The Holland Codes are a system of personality typology developed by psychologist John. L. Holland with the idea that people’s personalities are analogous to the types of occupations they prefer. The system measures people on six separate scales of which the three highest scores in order represent individuals type.

The original Holland Code test, called the Self-Directed Search, used forced choice preferences. This test use the public domain RIASEC markers from the Interest Item Pool.

","2017-07-27 19:43:25","2017-07-27 19:46:01",FINISHED,51,R,NULL,-4.0209,NULL,NULL
